CRS,Tiploc,Description,Stannox
BHK,BHILLPK,BUSH HILL PARK,51947
XSG,BYSTJN,BURY STREET JN,51948
EDR,EDMNGRN,EDMONTON GREEN,51949
SLV,SIVRST,SILVER STREET,51950
WHL,WHHRTLA,WHITE HART LANE,51951
BCV,BRUCGRV,BRUCE GROVE,51952
,SEVNS27,SEVEN SISTERS SIG L1327,51954
,SEVNS29,SEVEN SISTERS SIGNAL L5511,51954
SVS,SEVNSIS,SEVEN SISTERS,51955
SMH,STMFDHL,STAMFORD HILL,51961
SKW,STKNWNG,STOKE NEWINGTON,51963
REC,RCTRYRD,RECTORY ROAD,51965
,LEAJ,LEA JUNCTION,52038
,LEAJ286,LEA JUNCTION LOOP SIG 1286,52039
HKW,HACKNYW,HACKNEY WICK,52040
HMN,HOMRTON,HOMERTON,52042
,RDGLNJ,READING LANE JN,52043
HKC,HACKNYC,HACKNEY CENTRAL,52044
,NAVRDJ,NAVARINO ROAD JN,52045
DLK,DALSKLD,DALSTON KINGSLAND,52046
CNN,CNNB,CANONBURY,52048
XIC,CNNBELL,CANONBURY ELL,52049
,HIGH321,HIGHBURY SIGNAL ELL 321,52050
XHZ,HIGHBYE,HIGHBURY AND ISLINGTON ELL,52051
,DALS101,DALSTON JUNCTION SIG 101,52052
HII,HIGHBYA,HIGHBURY & ISLINGTON,52053
XJC,CNNBYWJ,CANONBURY WEST JN,52054
,CNNBYEJ,CANONBURY EAST JN,52055
,HIGHTRT,HIGHBURY TRANSFER TR AC-DC,52056
,BRNBYJ,BARNSBURY JN,52057
CIR,CLDNNRB,CALEDONIAN RD & BARNSBURY,52058
,HIGH238,HIGHBURY SIGNAL 1238,52066
DLJ,DALS,DALSTON JUNCTION STN ELL,52074
,HAGGXO,HAGGERSTON CROSSOVER,52076
HGG,HAGGERS,HAGGERSTON,52078
HOX,HOXTON,HOXTON,52080
SDC,SHRDHST,SHOREDITCH HIGH STREET,52082
ZLW,WCHAPEL,WHITECHAPEL,52084
WHX,WCHAPXR,WHITECHAPEL CROSSRAIL,52085
,SHADXO,SHADWELL CROSSOVER,52086
,WCHAVRD,VALENCE ROAD,52087
SDE,SHADWEL,SHADWELL,52088
WPE,WAPPING,WAPPING,52090
,TMREUKL,TEMPLE MILLS RECP,52190
,TMPL770,TEMPLE MILLS SIGNAL S770,52195
,TMPLMWJ,TEMPLE MILLS WEST JN.,52195
,TMPLORR,ORIENT WAY RECEPTION ROAD,52198
,TMPLMFL,TEMPLE MILLS LOOP (FL),52199
,TMPLMLP,TEMPLE MILLS LOOP,52199
,TMPLMEY,T.MILLS E.YD.(D.C.E) A.RD.,52200
XTM,TMPLMLY,TEMPLE MILLS S.S.,52200
XTX,TMPLOCS,ORIENT WAY CS,52202
XTA,TMPLMEJ,TEMPLE MILLS EAST JN.,52203
,STFD701,STRATFORD SIGNAL L701,52204
,STFD703,STRATFORD SIG L703,52205
,SPNYGNJ,STEPNEY GREEN JUNCTION,52206
,TMPLRRJ,RUCKHOLT ROAD JUNCTION,52207
CWX,CANWHRF,CANARY WHARF,52208
,CHNELUL,CHANNELSEA UP LOOP,52209
,CARPNRC,CARPENTERS ROAD CURVE,52211
XXQ,STFOEJN,STRATFORD INTL E JN,52213
,HMEADSJ,HIGH MEADS JUNCTION,52214
SFA,STFODOM,STRATFORD INTL (DOMESTIC),52215
SDI,STFORDI,STRATFORD INTERNATIONAL,52215
,STFD251,STRATFORD SIGNAL L251,52216
XXR,STFOWJN,STRATFORD INTL W JN,52217
,STFD156,STRATFORD SIG L156,52218
,CHNELSJ,CHANNELSEA JN,52219
,STFDFLT,STRATFORD F.L.T.,52220
,CARPSJN,CARPENTERS RD SOUTH JN,52222
,STFD259,STRATFORD SIGNAL L259,52223
,STFDS68,STRATFORD SIG. L68,52224
,STFD261,STRATFORD SIGNAL L261,52225
SRA,STFD,STRATFORD,52226
,STFDCEJ,STRATFORD COUNTRY END JCN,52226
,STFDCJ,STRATFORD CENTRAL JUNCTION,52226
,STFDMRK,STRATFORD MARKET,52229
,STFD249,STRATFORD SIG L249,52230
,STFD295,STRATFORD SIGNAL L295,52231
,STFD247,STRATFORD SIGNAL L247,52232
,STFD257,STRATFORD SIGNAL L257,52233
ZWZ,WHAMLT,WEST HAM LT,52250
,CUSTWBT,CUSTOM HOUSE WEST,52251
ZBW,BROMBLT,BROMLEY-BY-BOW LT,52252
CUS,CUSTMHS,CUSTOM HOUSE,52253
,CUSTEBT,CUSTOM HOUSE EAST,52254
,BOWDEWS,BOW DEPOT EWS LOOP,52600
,BOWD,BOW DEPOT,52601
,BOWDMWR,BOW MIDLAND WASTE RECYCLNG,52602
,BOWJ506,BOW JUNCTION SIGNAL L5069,52604
,BOWDECC,BOW ECCQ PRIVATE SIDINGS,52605
,BOWDFHH,BOW DEPOT FLHH,52606
,BOWDOLY,BOW EAST (DB CARGO),52607
,BOWDOLE,BOW EAST FLHH (OLYMPICS),52608
,BOWDGBR,BOW DEPOT GBRF,52609
,BOWDREC,BOW YARD RECEPTION,52610
XOW,BOWJ,BOW JUNCTION,52701
WEH,WHAMHL,WEST HAM HIGH LEVEL,52702
,GASFCTJ,GAS FACTORY JN,52703
,GASFLP,GAS FACTORY LOOP,52704
LHS,LIMHSE,LIMEHOUSE,52705
,CRISTSJ,CHRISTIAN STREET JN.,52707
FST,FENCHRS,LONDON FENCHURCH STREET,52711
ZTH,TOWERHL,TOWER HILL L.T.,52712
ZPS,PLASTOW,PLAISTOW L.T.,52713
,PLAISTW,PLAISTOW,52714
,MEND,MILE END,52722
,CHINCS4,CHINGFORD LONDON END SDGS,52728
WST,WDST,WOOD STREET,52729
,CHINCS5,CHINGFORD COUNTRY END SDGS,52730
CHI,CHINGFD,CHINGFORD,52731
HIP,HGHMSPK,HIGHAMS PARK,52732
WHC,WLTWCEN,WALTHAMSTOW CENTRAL,52733
SJS,STJMSST,ST JAMES STREET,52734
CPT,CLAPTON,CLAPTON,52735
HAC,HAKNYNM,HACKNEY DOWNS,52736
LOF,LONFLDS,LONDON FIELDS,52737
CBH,CAMHTH,CAMBRIDGE HEATH,52738
BET,BTHNLGR,BETHNAL GREEN,52739
,BTHNLGN,BETHNAL GREEN NORTH JN.,52740
LST,LIVST,LONDON LIVERPOOL STREET,52741
,BTHNLGW,BETHNAL GREEN WEST JN.,52742
,LIVSTBL,LONDON LIVERPOOL ST (BALL),52743
,BTHNLGE,BETHNAL GREEN EAST JN.,52744
LSX,LIVSTLL,LIVERPOOL ST CROSSRAIL,52745
,HAKNLEJ,HACKNEY DOWNS LONDN END JN,52746
,WHELSTJ,WHELER STREET JN,52747
,PUDGMLL,PUDDING MILL LANE PORTAL,52748
,ROYSLOS,ROYSTON DN CAMB L.O.S.,53000
,ROYS246,ROYSTON SIGNAL K246,53001
,ROYS245,ROYSTON SIGNAL K245,53002
,ROYSSHR,ROYSTON (HERTS) SHERRIFF,53003
RYS,ROYSTON,ROYSTON,53004
,ROYSLP,ROYSTON (HERTS) LOOP,53006
AWM,ASHWELC,ASHWELL & MORDEN,53011
,BALD242,BALDOCK SIGNAL K242,53014
BDK,BALDOCK,BALDOCK,53015
XLL,LTCEADL,LETCHWORTH A/D LINE,53101
XLE,LTCEMUS,LETCHWORTH C.S.D,53102
,LTCEREC,LETCHWORTH CS RECEPTION,53103
LET,LTCE,LETCHWORTH GARDEN CITY,53104
ARL,ARLSEY,ARLESEY,53201
,STEV669,STEVENAGE SIG 669,53204
,ARLSCAD,CADWELL,53205
,CDWL718,CADWELL SIG K718,53206
,HITC687,HITCHIN SIGNAL K687,53207
,HITCGBR,HITCHIN UP YARD GBRF,53208
,HITC708,HITCHIN SIG K708,53209
,HITC232,HITCHIN SIG K.232,53210
,HITCISU,HITCHIN PLANT ISU (CE),53211
XHY,HITCCEE,HITCHIN ENGINEERS YARD,53212
,HITCHUY,HITCHIN UP YARD,53212
,HITCFHH,HITCHIN ENGINEERS SDGS,53213
,HITC689,HITCHIN SIGNAL K689,53214
,HITC234,HITCHIN SIG. K234,53215
,HITC228,HITCHIN SIG K228,53216
,HITCHDY,HITCHIN DOWN YARD,53219
,STEV656,STEVENAGE UP FAST SIG 656,53220
HIT,HITCHIN,HITCHIN,53221
,STEV214,STEVENAGE SIG K214,53222
SVG,STEVNGE,STEVENAGE,53223
,LAGYGBF,LANGLEY REDLANDS GBRF,53224
,WLWY182,WELWYN GARDEN CITY SG K182,53225
,LAGYRED,LANGLEY REDLANDS,53226
,LNGYJN,LANGLEY JN,53227
KBW,KNEBWTH,KNEBWORTH,53228
WLW,WLWYNN,WELWYN NORTH,53229
WAS,WATONAS,WATTON-AT-STONE,53230
XGN,WLMRGRN,WOOLMER GREEN JN.,53231
,LNGY651,LANGLEY JN K651,53232
,DIGSWEL,DIGSWELL JN.,53233
,LNGYSJN,LANGLEY STH JN,53234
,LNGY209,LANGLEY JN K209 SIGNAL,53235
,HITC672,HITCHIN SIGNAL K672,53236
,KNEB639,KNEBWORTH SIGNAL K639,53237
,WLMR630,WOOLMER GREEN SIG K630,53238
,HITC666,HITCHIN SIGNAL K666,53239
XHP,HFDNDCS,HERTFORD NORTH DOWN CS,53240
HFN,HFDN,HERTFORD NORTH,53241
XHQ,HFDNCHS,HERTFORD NTH C.H.S.,53242
BAY,BAYFORD,BAYFORD,53243
,HERT927,HERTFORD NORTH GPL WL1927,53244
CUF,CUFFLEY,CUFFLEY,53245
CWH,CRHL,CREWS HILL,53246
,BRAGJN,BRAGBURY JUNCTION,53247
GDH,GORDONH,GORDON HILL,53248
,GORD201,GORDON HILL SIGNAL 201,53249
,MOLEJN,MOLEWOOD JUNCTION,53250
,LNGY972,LANGLEY JN SIG WL1972,53251
,LNGY974,LANGLEY JN SIG WL1974,53252
,HITC941,HITCHIN EAST JN SIG K941,53253
,HITC945,HITCHIN EAST JN SIG K945,53254
,LNGY211,LANGLEY JN SIG K211,53255
,LNGY971,LANGLEY JN SIG WL1971,53256
,HITCHUS,HITCHIN UP SIDINGS,53257
,HITC944,HITCHIN EAST JN SIG K944,53258
ENC,ENFC,ENFIELD CHASE,53301
,HITC217,HITCHIN SIG K217,53302
GPK,GRPK,GRANGE PARK,53303
WIH,WNMHILL,WINCHMORE HILL,53305
PAL,PALMRSG,PALMERS GREEN,53307
BOP,BOWESPK,BOWES PARK,53309
,BOWERRL,BOWES PARK R.R.L.,53310
,WLWY184,WELWYN GDN CITY SIG K184,53399
,WLWY168,WELWYN GDN CITY K168/169,53400
WGC,WLWYNGC,WELWYN GARDEN CITY,53401
,WLWYREV,WELWYN G.C. REV. SDGS.,53402
XYW,WLWYCSD,WELWYN G.C C.S.D.,53403
,WLWY622,WELWYN GDN CITY SIG K622,53404
,WLWYNGY,WELWYN G.C. F.D.,53405
,WLWY167,WELWYN GDN CITY K167,53406
,WLWY180,WELWYN GDN CITY SIG K180,53407
HAT,HATFILD,HATFIELD,53501
,WELHMXO,MARSHMOOR CROSSOVER,53799
WMG,WELHAMG,WELHAM GREEN,53801
BPK,BRKMNPK,BROOKMANS PARK,53995
PBR,POTRSBR,POTTERS BAR,54001
,POTR141,POTTERS BAR SIGNAL K141,54002
,POTR148,POTTERS BAR SIGNAL K148,54003
,POTR146,POTTERS BAR SIGNAL K146,54004
HDW,HADLYWD,HADLEY WOOD,54008
,NBARUSG,NEW BARNET UP SIDING,54010
NBA,NBARNET,NEW BARNET,54011
,NBAR133,NEW BARNET SIGNAL K133,54012
OKL,OKLGHPK,OAKLEIGH PARK,54021
NSG,NEWSGAT,NEW SOUTHGATE,54031
,BNDSGNY,BOUNDS GREEN NEW YARD,54101
XGD,BNDSGRN,BOUNDS GREEN T&R.S.M.D,54101
,BNDSGRW,BOUNDS GREEN WASHER,54101
AAP,ALEXNDP,ALEXANDRA PALACE,54103
,ALEXPSS,ALEXANDRA PALACE SAND SDG,54103
,HRNS433,HORNSEY SIG K433,54196
,HRNS448,WOOD GREEN SIGNAL K448,54199
,HRNS451,WOOD GREEN K451,54199
,HRNS453,WOOD GREEN K453,54199
,HRNS438,HORNSEY SIG K438,54200
XHS,HRNSYCS,HORNSEY C.H.S.,54201
HGY,HRGY,HARRINGAY,54202
,HRNS431,HORNSEY SIG K431,54203
,HRNSDR1,HORNSEY DN REV SDG NO 1,54203
,HRNSDR2,HORNSEY DN REV SDG NO 2,54203
,HRNSDRS,HORNSEY DN REVERSING SDGS,54203
,HRNSURS,HORNSEY UP REVERSING SDGS,54203
HRN,HRNSY,HORNSEY,54203
,HRNSYRS,HORNSEY R.R.L.,54203
,HRNS440,HORNSEY SIG K440,54204
,HRGYWJN,HARRINGAY WEST JN,54205
,HRNSYES,HORNSEY C.H.S.E.M.U,54206
,HRGY421,HARRINGAY SIGNAL K421,54207
XHE,HRNSYMD,HORNSEY E.M.U.D.,54208
XFD,FRMPKRS,FERME PARK RECP.,54209
,HRGY81,HARRINGAY SIG K81,54210
XHU,HRGYURV,HARRINGAY UP REV SDGS,54210
,FRMPKDS,FERME PARK DIESEL SDGS,54211
,HRGY419,HARRINGAY SIG K85,54212
,FRMPRSG,FERME PARK REC LN GBRF,54213
,FRMPKLC,FERME PARK LONDON CONCRETE,54215
,FRMPGBR,FERME PARK LONDON CONC GBR,54216
,HRGY422,HARRINGAY SIG K422,54217
,HRNS176,HORNSEY EMUD SIGNAL HY176,54218
,FRMPSPR,FERME PARK SHUNT SPUR,54219
,FRMPKFH,FERME PARK AGG IND (FHH),54220
,FNPK381,FINSBURY PARK SIG K381,54236
,FNPK380,FINSBURY PARK SIG K380,54237
FPK,FNPK,FINSBURY PARK,54238
,FNPK407,FINSBURY PARK SIGNAL 407,54239
,FNPK392,FINSBURY PARK SIG K392,54240
,FNPK68,FINSBURY PARK SIG K68,54241
,FNPK60,FINSBURY PARK SIGNAL K60,54242
,FNPK53,FINSBURY PARK SIGNAL K53,54243
,HLWY236,HOLLOWAY SOUTH SIG K326,54244
,HLWYSJ,HOLLOWAY STH. JN.,54245
,HGHIBVJ,HIGHBURY VAL JCN,54290
DYP,DRYP,DRAYTON PARK,54291
,DRYP43,DRAYTON PARK SIGNAL K43,54292
HHY,HGHI,HIGHBURY & ISLINGTON,54293
,DRYP46,DRAYTON PARK SIGNAL K46,54294
EXR,ESSEXRD,ESSEX ROAD,54295
OLD,OLDST,OLD STREET,54297
,MRGT42,MOORGATE SIGNAL K42,54298
MOG,MRGT,MOORGATE,54299
XKB,KNGXBEL,BELLE ISLE,54304
,KNGX303,BELLE ISLE SIGNAL 303,54305
,KNGXESG,KINGS CROSS EAST SIDINGS,54310
KGX,KNGX,LONDON KINGS CROSS,54311
,KNGXBAL,KINGS CROSS BALLAST SDG,54312
,KNGXGWR,KINGS X GASWORKS TUN REV,54313
,KNGXFTJ,COPENHAGEN JUNCTION,54315
,KNGX300,COPENHAGEN JN  SIGNAL K300,54316
NSD,NWSTEAD,NEWSTEAD,55095
,NWSTLP,NEWSTEAD LOOP,55096
HKN,HUCKNAL,HUCKNALL,55098
,CLVTBC,CALVERTON COLLY,55101
,BSTWDPJ,BESTWOOD PARK JN,55111
,BULWLSJ,BULWELL SOUTH JN,55115
BLW,BULWELL,BULWELL,55116
,BASFORD,BASFORD,55118
,RADFDJ,RADFORD JN,55120
,LENTNNJ,LENTON NORTH JN,55122
,RADF208,RADFORD SIG MS4208,55123
,RADF210,RADFORD SIG MS4210,55124
,RADF216,RADFORD SIG MS4216,55125
,RADF217,RADFORD SIG MS4217,55126
ATB,ATNBRO,ATTENBOROUGH,55202
,ATNBROJ,ATTENBOROUGH JN,55203
,BESTONG,BEESTON SIDINGS GBRF,55210
,BESTNCS,BEESTON CEMENT SDGS,55211
BEE,BESTON,BEESTON,55212
,BESTNSJ,BEESTON SOUTH JN,55213
,BESTONS,BEESTON SIDINGS,55215
,BESTNMC,BEESTON SIMS MCINTYRE LTD,55216
,BESTNNJ,BEESTON NORTH JN,55217
,BESTFHH,BEESTON SIMS METALS FHH,55218
,LENTNSJ,LENTON SOUTH JN,55219
,BESTGBR,BEESTON SIMS METALS GBRF,55220
,NTNGMJN,MANSFIELD JN,55221
,BEST918,BEESTON SIG TN4918,55222
,BESTRR,BEESTON RUN ROUND,55223
,BESTHST,BEESTON HEADSHUNT,55224
,BEST931,BEESTON SIG TN4931,55225
,NTNGMEJ,NOTTINGHAM EAST JN,55243
,NTNGMHS,NOTTINGHAM HOLDING SDGS,55246
NOT,NTNG,NOTTINGHAM,55247
,NTNGMCS,NOTTINGHAM EASTCROFT,55248
,NTNGPCS,EASTCROFT DOWN SIDINGS,55249
,NTNGSLC,SNEINTON L.C.,55252
,LOGHBGM,HOTCHLEY HILL EAST LEAKE,55403
,LOGHHOH,HOTCHLEY HILL (EAST LEAKE),55404
,LOGHEL,EAST LEAKE,55405
,RUDDGCR,RUDDINGTON GT CENTRAL RLY,55409
,NTHRFLJ,NETHERFIELD JN,55495
CTO,CRTN,CARLTON,55497
BUJ,BRTJYC,BURTON JOYCE,55499
LOW,LOWDHAM,LOWDHAM,55501
THU,THRGRTN,THURGARTON,55503
BSB,BLEASBY,BLEASBY,55505
FSK,FISKRTN,FISKERTON,55507
ROL,ROLSTN,ROLLESTON,55509
,STYTHPX,STAYTHORPE X,55511
,GEDLCOL,GEDLING COLLIERY,55601
,NTHR419,NETHERFIELD GPL 419,55602
NET,NTHRFLD,NETHERFIELD,55603
,RECTTCR,RECTORY JN (COLWICK COLAS),55604
,RECTFHH,RECTORY JN (COLWICK),55605
,RECTTS,RECTORY TOTAL SDG,55606
,RECTRYJ,RECTORY JN,55607
RDF,RADNOT,RADCLIFFE (NOTTS),55623
BIN,BINGHAM,BINGHAM,55625
,CLAYHAS,HASLAND,56000
,CLAYXS,CLAY CROSS SIDINGS,56099
,CLAYXNJ,CLAY CROSS NORTH JN,56101
,CLAYXSJ,CLAY CROSS SOUTH JN,56102
,MRTO,MORTON,56105
,BWELFHH,BLACKWELL FHH,56123
,BWEL726,BLACKWELL SIG 4726,56124
,BWEL727,BLACKWELL SIG 4727,56125
,BWELDBS,BLACKWELL (DB SCHENKER),56126
ALF,ALFRETN,ALFRETON,56127
,BWELLSJ,BLACKWELL SOUTH JN (DERBS),56129
,PYEBCP,COATES PARK,56131
MSW,MFLDWSE,MANSFIELD WOODHOUSE,56221
MFT,MFLDTWN,MANSFIELD,56225
SPK,STTNPWY,SUTTON PARKWAY,56237
,KRBYSUM,KIRKBY SUMMIT SB,56241
,KRKYLEJ,KIRKBY LANE END JN,56242
KKB,KRKYCEN,KIRKBY IN ASHFIELD,56243
,LINDLA,KIRKBY SOUTH JUNCTION,56245
,BNTNKCL,BENTINCK COLLY SDGS,56302
,SLEIESB,SLEIGHTS EAST SIGNAL BOX,56304
,PINXTON,PINXTON,56306
,IRNVLJN,IRONVILLE JUNCTION,56508
,PYEBDGJ,PYE BRIDGE JN,56510
,PYEBT83,PYE BRIDGE JN.SIG.7783,56510
,PYEBT88,PYE BRIDGE JN.SIG.TT88,56510
,PYEBT89,PYE BRIDGE JN.SIG.TT89,56510
,CDNRPKJ,CODNOR PARK JN,56511
,CDNRPSS,CODNOR PARK SOUTH SDGS,56512
,CDNRT92,CODNOR PARK JN.SIG.TT92,56512
,BUTTMRC,BUTTERLEY M.R.C.,56513
,CDNRPFM,CODNOR PK FRG & MNMNT SDG,56514
,CDNRFHH,CODNOR PK F&M FHH,56515
LGM,LGML,LANGLEY MILL,56524
ILN,ILKES,ILKESTON,56547
,ILKESJN,ILKESTON JUNCTION,56548
,TRWLJN,TROWELL JN,56550
,NTNGWOL,WOOLLATON,56552
,STNTPLC,STANTON GATE PLC,56557
,STNTFHH,STANTON GATE FLHH,56558
,STNTNGU,STANTON GATE SDGS,56562
,STAPLFD,STAPLEFORD & SANDIACRE,56571
,STAPBB,STAPLEFORD & SANDIACRE BB,56572
,STAPLCE,STAPLEFORD & S C C E SDG,56573
,TOTOMSQ,TOTON MEADOW SDGS - VIRT Q,56575
,TOTON04,TOTON SIGNAL 4604,56576
,TOTODHS,TOTON D.D. H.S.,56579
,TOTOTMD,TOTON T.M.D.,56580
,TOTOWRD,TOTON W.R.D.,56582
,TOTOFHH,TOTON CENTRE FHH,56584
,TOTONC,TOTON CENTRE,56585
,TOTOGBR,TOTON NORTH YARD GBRF,56588
,TOTONNB,TOTON UP SIDINGS,56590
,TOTODSL,TOTON NORTH YARD,56591
,MEDLALC,MEADOW LANE LEVEL CROSSING,56593
,TOTONJ,TOTON JN.,56594
LGE,LNGEATN,LONG EATON,56596
,LNGETNX,LONG EATON TOWN X,56597
,SHEETSJ,SHEET STORES JN,56598
,MEADLAJ,MEADOW LANE JN,56599
XTR,TRENT,TRENT EAST JN,56601
,TRENSD,TRENT SIDINGS,56603
,TRENTL,DOWN TRENT LOOP,56604
XTG,TRENTJ,TRENT SOUTH JN,56605
,RATCLFJ,RATCLIFFE JN,56609
,RATCFHH,RATCLIFFE HEAVY HAUL,56610
,RATCPS,RATCLIFFE P.S.,56611
,RATCCS,RATCLIFFE PS CRIPPLE SDG,56612
,RATCFLF,RATCLIFFE FASTLINE FREIGHT,56613
,RATCKEG,KEGWORTH,56614
,RATCCLR,RATCLIFFE PST (COLAS RAIL),56615
,RATCHRN,HATHERN,56616
,RATCGYP,RATCLIFFE PS GYPSUM GBRF,56617
,RATCGBR,RATCLIFFE PS GBRF,56618
,LOCKLAX,LOCK LANE X,56622
,EMGTWT,EAST MIDS GATEWAY TERMINAL,56623
,EMGTDB,EAST MIDS GATEWAY TML DBC,56624
XDD,CDON,CASTLE DONINGTON,56625
,CDONEDC,CASTLE DONINGTON EMDC,56626
,LOCKCEJ,CHELLASTON EAST JN,56627
,CDONGWJ,GATEWAY WEST JUNCTION,56628
,CDON455,CASTLE DONINGTON SIG 4455,56629
,EMGTWA,EAST MIDS GATEWAY ARRIVAL,56630
,EMGT457,EAST MIDS GATEWAY SS4457,56631
,EMGTFL,EAST MIDS GATEWAY TL (FL),56632
,EMGTGB,EAST MIDS GATEWAY TML GBRF,56633
EMD,EMPKWAY,EAST MIDLANDS PARKWAY,56650
,CLAYSTR,STRETTON,57000
,AMBEWIN,WINGFIELD,57001
MAT,MATLOCK,MATLOCK,57004
,MATLPR,MATLOCK PEAK RAIL,57005
MTB,MATLCKB,MATLOCK BATH,57007
CMF,CROMFD,CROMFORD,57009
WTS,WATSTND,WHATSTANDWELL,57011
AMB,AMBERGT,AMBERGATE,57013
,BROHLME,BROADHOLME,57109
XAJ,AMBERGJ,AMBERGATE JN,57110
BLP,BELPER,BELPER,57111
DFI,DUFIELD,DUFFIELD,57114
,LTLETNJ,LITTLE EATON JN,57116
,LTLETNX,LITTLE EATON X,57117
,KILBLC,KILBURN LC (DERBYSHIRE),57130
,DENBYOT,DENBY OPENCAST,57131
,DRBYSMJ,ST. MARY'S JN,57220
,BREADSL,BREADSALL,57225
,DRBYCHS,CHADDESDEN SDGS,57301
,DRBYCHF,CHADDESDON SDGS FASTLINE,57303
,DRBYGTS,DERBY GAS TANK SDGS,57400
,DRBYDOC,DERBY NORTH DOC SIDINGS,57402
DBY,DRBY,DERBY,57403
,DRBYLNW,L.N.W. JN. DERBY,57404
,DRBYWWJ,DERBY WAY & WORKS JUNCTION,57406
,DRBYRTN,DERBY R.T.C.SIDINGS NORTH,57407
,DRBYCHC,CHADDESDEN CURVE,57408
,DRBYLRJ,DERBY LONDON RD JUNCTION,57410
,DRBYHS,DERBY H.S.,57411
XEP,DRBYEPS,ETCHES PARK SDGS,57412
,DRBYWW,DERBY WAY & WORKS SIDINGS,57413
,DRBYTYN,DERBY TOP YARD NECK,57414
,DRBYSMN,ST.MARY'S NORTH JUNCTION,57418
,DRBYSMS,ST.MARY'S SOUTH JUNCTION,57419
,DRBYRTC,DERBY R.T.C.(NETWORK RAIL),57421
,DRBYFRG,DERBY R.T.C. (FRAGONSET),57422
,DRBY039,DERBY WAY & WORKS TD5039,57423
,SPDNC,SPONDON COURTAULDS,57434
SPO,SPDN,SPONDON,57435
,LNGEDRY,DRAYCOTT,57437
,DRBYEL,ST. ANDREWS SIDING,57441
,DRBYALL,DERBY LITCHURCH LANE,57442
,DRBYRAM,RAMS LINE HALT,57450
,SUNH,SUNNYHILL,57451
PEA,PEARTRE,PEARTREE,57452
,MELBRNJ,MELBOURNE JN,57453
,SINFINS,SINFIN SDGS,57454
SIR,SINFINN,SINFIN NORTH,57455
SFC,SINFINC,SINFIN CENTRAL,57456
,SINFFHH,SINFIN PEARTREE SDGS,57457
,STSNJN,STENSON JN,57458
,NSJDRBY,NORTH STAFFORD JN,57459
,SINFSDG,SINFIN SDGS (COLAS),57460
,EGNGTNJ,EGGINTON JN,57461
,STSN306,STENSON GPL DY306,57462
TUT,TUTBURY,TUTBURY & HATTON,57471
,SCRPTON,SCROPTON,57474
,SCROSB,SCROPTON S.B(MCG),57475
,UTOXDLC,DOVEFIELDS L.C.,57476
WIL,WLNTNON,WILLINGTON,57604
,CLMLJN,CLAY MILLS JN,57606
,BURTTML,BURTON ROAD AND RAIL TML,57701
,BURTNRP,BURTON EAST LOOP REPAIR PT,57702
,BURTNEY,BURTON OT EAST YARD LOOP,57703
,BURTNMH,BURTON OT W YD MAURICE H,57704
,BURTNMS,BURTON MOSLEY STREET,57705
,BURTNWY,BURTON WEST YARD,57706
,BURTWJN,BURTON WETMORE JN,57710
,BURTWS,BURTON OT WETMORE SIDINGS,57711
BUT,BURTNOT,BURTON-ON-TRENT,57712
,BURHGBJ,HORNINGLOW BRIDGE JN,57713
,BURTNLJ,BURTON LEICESTER JN,57715
,BURT97,BURTON GPL DY97,57716
,BURT141,BURTON GPL DY141,57717
,BURT146,BURTON GPL DY146,57718
,BURT151,BURTON GPL DY151,57719
,BURT163,BURTON GPL DY163,57720
,BURTBJN,BRANSTON JN,57721
,BURT165,BURTON GPL DY165,57722
,BURT172,BURTON GPL DY172,57723
,WICHBW,BARTON & WALTON,57724
XUN,BTNUNMD,BARTON UNDER NEEDWOOD RSMD,57725
,BTNUNSJ,BARTON UNDER NEEDWOOD S JN,57726
,BTNUNNJ,BARTON UNDER NEEDWOOD N JN,57727
,BTNUN56,BARTON GPL DY56,57728
,BTNUN57,BARTON GPL DY57,57729
,BURT175,BURTON GPL DY175,57730
,BTNULH,BARTON U NEEDWOOD LH GROUP,57731
,BURTBCJ,BIRMINGHAM CURVE JN,57800
,DRKLECJ,DRAKELOW EAST CURVE JN,57801
,DRKLOCS,DRAKELOW C POWERGEN,57802
,DRKLWCJ,DRAKELOW WEST CURVE JN,57803
,SWADGF,SWADLINCOTE G.F.,57804
,DRKLFHH,DRAKELOW C POWERGEN (FHH),57805
,MOIRGRE,GRESLEY,57806
,DRKL128,DRAKELOW GPL DY128,57807
,NADINS,NADINS DISPOSAL POINT,58015
,MOIRHIC,MOIRA HICKS LODGE,58016
,MOIRFHH,MOIRA HICKS LODGE FHH,58018
,MOIRHGF,MOIRA HICKS LODGE GF,58019
,MOIRAWJ,MOIRA WEST JN,58029
,MOIRSPK,SWAINS PARK OPENCAST D.P.,58031
,LOUNJN,LOUNGE JN,58033
,LOUNOC,LOUNGE OPEN CAST,58035
,LOUNSLC,SWANNINGTON L.C.,58037
,MNTLLAS,MANTLE LANE T.C.,58040
,MNTLSB,MANTLE LANE SB(ML),58041
,MNTLGBR,MANTLE LANE TC GBRF,58042
,COALJN,COALVILLE JN,58105
,BARDONH,BARDON HILL,58109
,BARDNHQ,BARDON HILL QUARRY,58111
,BARDGBR,BARDON HILL GBRF,58112
,BARDHBR,BARDON HILL B.R. SDGS,58113
,BARDFHH,BARDON HILL QUARRY FHH,58114
,BARDHGF,BARDON HILL GROUND FRAME,58115
,CLIFHLS,CLIFFE HILL SDGS,58121
,CLIFHGF,CLIFFE HILL GF,58122
